name,abbreviation,max_faculty_capacity,current_number_of_faculty,academic_division
Art,ENG,21,14,Arts
Electrical Engineering,ENG,33,15,Engineering
Physics,CS,33,19,Science
Mathematics,EENG,93,15,Arts
Physics,ENG,53,5,Arts
Physics,ART,80,10,Arts
Art,PHYS,32,11,Science
Electrical Engineering,EENG,93,17,Science
Physics,CS,91,11,Science
English,MATH,25,13,Engineering
English,ART,94,5,Science
Electrical Engineering,MATH,21,15,Arts
Electrical Engineering,CS,87,9,Engineering
English,MATH,85,17,Engineering
Physics,ENG,84,20,Arts
Mathematics,PHYS,37,9,Arts
Physics,EENG,48,17,Engineering
English,ENG,56,17,Engineering
Mathematics,PHYS,43,12,Engineering
Mathematics,PHYS,41,6,Engineering
Computer Science,EENG,66,18,Science
Mathematics,ENG,30,19,Arts
Computer Science,PHYS,61,18,Science
Mathematics,MATH,82,13,Arts
Electrical Engineering,PHYS,32,13,Science
Art,MATH,67,20,Science
Computer Science,PHYS,52,11,Engineering
Art,ART,50,15,Science
English,MATH,71,8,Science
Electrical Engineering,MATH,96,7,Arts
Art,ART,22,14,Arts
Art,ENG,30,6,Arts
Mathematics,ENG,33,12,Engineering
Art,ENG,22,11,Arts
English,PHYS,83,12,Science
Electrical Engineering,EENG,84,19,Science
English,ENG,31,14,Arts
Physics,CS,95,5,Engineering
Mathematics,ENG,79,9,Arts
Computer Science,EENG,65,15,Engineering
Mathematics,PHYS,84,7,Engineering
Mathematics,EENG,73,19,Arts
Mathematics,EENG,33,15,Arts
Mathematics,PHYS,27,10,Engineering
Art,CS,65,7,Arts
English,EENG,41,5,Arts
Mathematics,ART,37,18,Arts
Physics,MATH,66,8,Engineering
English,ENG,84,12,Engineering
Physics,ART,68,5,Engineering
English,MATH,34,15,Arts
Physics,ART,70,15,Arts
Art,MATH,59,11,Engineering
Art,PHYS,25,17,Arts
Physics,CS,45,7,Arts
Computer Science,PHYS,22,14,Science
Physics,EENG,96,8,Arts
Physics,CS,73,12,Engineering
Physics,ART,42,8,Science
Electrical Engineering,PHYS,82,5,Engineering
English,ART,90,8,Science
Art,CS,96,6,Engineering
English,PHYS,80,20,Engineering
Art,PHYS,76,7,Science
Mathematics,ART,49,11,Engineering
Physics,MATH,22,13,Engineering
English,EENG,34,7,Engineering
Physics,PHYS,29,8,Engineering
Electrical Engineering,ENG,79,12,Engineering
English,ENG,35,5,Science
Electrical Engineering,MATH,44,20,Arts
Computer Science,EENG,70,9,Arts
Electrical Engineering,ENG,78,15,Arts
Physics,PHYS,47,5,Science
Mathematics,PHYS,57,16,Engineering
Physics,CS,93,19,Science
Electrical Engineering,PHYS,100,16,Science
Electrical Engineering,CS,64,11,Arts
Electrical Engineering,ART,29,13,Science
Art,CS,80,12,Science
Physics,PHYS,75,9,Science
Physics,PHYS,41,17,Arts
English,MATH,53,9,Science
Physics,EENG,83,15,Arts
Electrical Engineering,ENG,30,13,Arts
English,EENG,44,12,Engineering
Computer Science,PHYS,31,6,Engineering
Mathematics,CS,51,18,Science
Art,ENG,22,17,Science
Art,ART,77,15,Science
Electrical Engineering,EENG,39,17,Science
Mathematics,ENG,40,8,Engineering
Physics,CS,52,18,Science
Electrical Engineering,ENG,40,8,Engineering
Mathematics,PHYS,45,18,Science
Physics,EENG,24,17,Arts
Computer Science,ENG,67,17,Science
English,EENG,34,14,Arts
Electrical Engineering,CS,43,17,Engineering
Mathematics,CS,79,20,Science
Computer Science,EENG,38,9,Engineering
Physics,PHYS,71,10,Science
English,EENG,60,12,Science
Electrical Engineering,PHYS,75,8,Science
Mathematics,PHYS,90,12,Engineering
Mathematics,CS,50,10,Arts
Computer Science,EENG,83,12,Arts
Mathematics,ENG,53,17,Science
Physics,ART,58,14,Science
Physics,EENG,55,5,Arts
Electrical Engineering,ENG,77,15,Arts
Computer Science,ART,80,7,Science
Electrical Engineering,CS,53,10,Engineering
Electrical Engineering,ENG,91,18,Arts
Mathematics,PHYS,52,6,Science
Physics,ART,82,20,Engineering
Computer Science,ART,27,5,Arts
English,EENG,44,5,Arts
Mathematics,CS,90,20,Science
Mathematics,ART,49,9,Science
Electrical Engineering,PHYS,41,14,Arts
Mathematics,MATH,63,15,Engineering
English,PHYS,54,6,Science
Electrical Engineering,MATH,86,9,Science
Mathematics,PHYS,76,8,Science
Electrical Engineering,ART,73,17,Science
Electrical Engineering,CS,88,9,Engineering
Art,MATH,91,18,Science
Physics,ENG,95,8,Engineering
Electrical Engineering,PHYS,67,16,Engineering
Computer Science,ART,78,7,Science
Art,CS,96,20,Arts
English,MATH,58,12,Science
Physics,MATH,92,17,Arts
Art,PHYS,84,14,Engineering
Electrical Engineering,MATH,98,13,Engineering
Art,ENG,54,18,Science
Art,ENG,29,14,Engineering
Physics,ENG,68,19,Science
English,EENG,34,14,Science
English,CS,73,6,Engineering
Physics,ART,57,18,Arts
Mathematics,PHYS,51,18,Arts
Art,CS,38,8,Science
Art,MATH,77,6,Science
Computer Science,MATH,28,17,Engineering
Physics,MATH,20,12,Science
Physics,CS,25,10,Arts
Art,ENG,37,18,Engineering
Computer Science,MATH,76,11,Arts
Mathematics,CS,21,11,Engineering
Computer Science,CS,86,7,Engineering
Mathematics,ART,27,19,Arts
Physics,CS,63,7,Engineering
Electrical Engineering,ART,40,6,Arts
English,CS,32,7,Science
Electrical Engineering,MATH,65,11,Engineering
Computer Science,ART,85,10,Engineering
English,PHYS,73,14,Arts
Computer Science,CS,38,20,Arts
Physics,CS,25,17,Science
Mathematics,MATH,57,19,Engineering
English,ART,72,18,Arts
Computer Science,EENG,44,19,Science
Art,CS,60,8,Engineering
Computer Science,EENG,59,20,Science
Art,EENG,32,17,Arts
English,ENG,90,13,Science
Electrical Engineering,MATH,79,8,Engineering
Physics,EENG,35,7,Arts
Physics,MATH,97,5,Engineering
English,EENG,68,5,Science
Art,EENG,43,14,Arts
Art,EENG,72,19,Arts
Mathematics,ENG,79,7,Science
Computer Science,ENG,97,16,Science
Electrical Engineering,EENG,94,14,Engineering
Art,ART,86,15,Arts
Physics,ART,20,8,Science
Computer Science,ART,25,11,Arts
Computer Science,ENG,32,18,Science
Electrical Engineering,ART,77,8,Engineering
Electrical Engineering,EENG,95,18,Arts
English,EENG,73,17,Engineering
Art,EENG,95,5,Engineering
English,ART,62,14,Engineering
English,EENG,22,16,Engineering
Art,ENG,62,16,Arts
Electrical Engineering,ART,24,17,Science
Mathematics,CS,46,12,Arts
Art,PHYS,69,15,Science
English,CS,29,17,Arts
Computer Science,EENG,31,8,Science
English,ART,40,18,Science
Computer Science,EENG,85,9,Engineering
Physics,EENG,79,15,Engineering
Art,ART,43,7,Engineering
Mathematics,PHYS,35,8,Science
Computer Science,CS,34,18,Science
Electrical Engineering,EENG,99,11,Science
Physics,MATH,80,18,Science
English,MATH,26,16,Arts
Computer Science,EENG,93,18,Science
Computer Science,PHYS,46,5,Engineering
Art,ENG,54,7,Science
Physics,ART,47,20,Science
Physics,ART,96,18,Science
English,MATH,32,7,Science
Mathematics,ENG,30,10,Arts
Art,PHYS,41,17,Arts
Mathematics,ENG,58,19,Science
Art,PHYS,36,18,Arts
Mathematics,CS,26,13,Science
Physics,CS,100,11,Arts
Art,ART,54,5,Arts
Physics,ENG,55,12,Science
English,PHYS,21,8,Engineering
Computer Science,CS,99,6,Arts
Mathematics,PHYS,87,15,Engineering
Mathematics,MATH,82,9,Engineering
Mathematics,PHYS,77,18,Arts
Mathematics,CS,55,12,Science
Mathematics,PHYS,52,13,Engineering
Art,CS,52,12,Engineering
Computer Science,EENG,74,20,Science
Physics,ART,37,12,Science
English,ENG,52,9,Science
Art,PHYS,35,7,Arts
Physics,MATH,31,9,Arts
Mathematics,EENG,28,10,Arts
Mathematics,CS,73,9,Arts
Computer Science,ART,98,20,Engineering
English,PHYS,87,15,Arts
Electrical Engineering,CS,54,19,Science
Art,ART,97,6,Engineering
English,EENG,34,16,Engineering
Physics,MATH,60,15,Engineering
English,MATH,40,14,Arts
Physics,MATH,94,6,Arts
Computer Science,ENG,49,18,Science
Physics,MATH,74,10,Science
English,EENG,53,7,Engineering
Art,PHYS,20,14,Engineering
Electrical Engineering,ART,93,12,Arts
Electrical Engineering,PHYS,32,5,Engineering
Computer Science,CS,55,5,Engineering
English,EENG,89,9,Engineering
Art,PHYS,37,19,Science
Mathematics,CS,51,10,Engineering
Electrical Engineering,EENG,32,6,Science
Physics,PHYS,56,13,Arts
English,MATH,79,18,Arts
English,PHYS,52,16,Science
Computer Science,PHYS,24,11,Arts
Mathematics,CS,52,6,Engineering
Physics,CS,76,10,Science
Computer Science,ENG,36,17,Engineering
Computer Science,ENG,62,19,Arts
Computer Science,EENG,84,16,Arts
English,ENG,22,9,Arts
Mathematics,EENG,73,9,Engineering
English,PHYS,45,6,Arts
Electrical Engineering,PHYS,21,19,Arts
Physics,EENG,46,7,Arts
Physics,ART,59,16,Science
Art,PHYS,49,12,Engineering
Physics,ART,89,17,Arts
English,ART,76,20,Arts
Electrical Engineering,ENG,79,9,Engineering
Mathematics,ART,23,7,Science
Electrical Engineering,MATH,26,10,Engineering
English,CS,29,14,Engineering
Electrical Engineering,EENG,56,10,Science
Art,MATH,79,19,Arts
English,MATH,20,19,Science
Physics,MATH,90,15,Engineering
Physics,ENG,42,12,Science
Mathematics,ENG,99,8,Science
Electrical Engineering,CS,54,18,Engineering
Mathematics,EENG,77,18,Engineering
Computer Science,ART,97,16,Engineering
Electrical Engineering,CS,70,18,Arts
Physics,MATH,34,20,Arts
Computer Science,MATH,22,8,Arts
Electrical Engineering,ART,99,16,Engineering
Computer Science,ENG,32,9,Arts
Electrical Engineering,MATH,89,14,Arts
Mathematics,PHYS,86,16,Science
Art,ART,63,14,Science
Physics,MATH,87,15,Engineering
English,EENG,55,10,Science
Computer Science,ART,76,17,Engineering
Physics,MATH,87,18,Engineering
Physics,ART,72,18,Arts
Physics,PHYS,98,10,Arts
English,ENG,43,18,Engineering
Art,PHYS,64,12,Arts
Electrical Engineering,CS,59,15,Arts
Computer Science,ART,78,7,Science
English,MATH,36,9,Engineering
Computer Science,CS,93,10,Arts
English,CS,40,17,Science
Mathematics,ART,45,11,Science
Mathematics,EENG,92,18,Arts
Physics,CS,22,8,Engineering
Computer Science,EENG,25,16,Engineering
English,MATH,90,7,Arts
Mathematics,ART,32,16,Engineering
Art,EENG,98,8,Arts
English,ENG,85,12,Arts
Computer Science,ART,48,16,Arts
Computer Science,MATH,93,13,Engineering
Electrical Engineering,CS,78,17,Arts
Art,MATH,34,18,Arts
Physics,MATH,79,13,Science
Electrical Engineering,MATH,22,17,Arts
Computer Science,ART,81,6,Engineering
English,ART,44,6,Science
English,PHYS,96,17,Arts
English,ENG,28,7,Arts
English,PHYS,59,9,Arts
English,EENG,25,6,Science
Mathematics,ENG,93,10,Engineering
Mathematics,ENG,99,17,Engineering
Physics,MATH,57,19,Science
Computer Science,PHYS,92,18,Arts
English,ART,95,20,Science
English,ENG,25,7,Science
Art,CS,20,19,Arts
Computer Science,CS,47,14,Engineering
English,ART,94,15,Engineering
Computer Science,ART,31,9,Arts
Art,PHYS,74,7,Science
Electrical Engineering,MATH,96,12,Engineering
Art,ART,80,16,Science
English,EENG,71,12,Science
English,PHYS,69,13,Engineering
Mathematics,EENG,61,19,Arts
Electrical Engineering,EENG,69,17,Arts
Art,ENG,82,9,Arts
Computer Science,MATH,61,14,Arts
Electrical Engineering,PHYS,92,5,Engineering
Physics,ART,85,19,Science
Art,ART,78,7,Arts
Electrical Engineering,CS,26,16,Engineering
Physics,PHYS,93,11,Arts
Electrical Engineering,ENG,92,20,Engineering
Mathematics,PHYS,83,15,Engineering
Physics,EENG,23,7,Engineering
Mathematics,CS,59,14,Engineering
Art,PHYS,95,18,Science
Physics,EENG,57,7,Arts
Computer Science,EENG,46,15,Science
English,EENG,77,16,Arts
Mathematics,ENG,23,19,Engineering
Physics,EENG,79,11,Science
Art,PHYS,72,14,Engineering
Mathematics,MATH,25,18,Science
Mathematics,ART,88,7,Arts
Physics,EENG,20,12,Arts
Computer Science,PHYS,46,17,Science
Electrical Engineering,CS,65,16,Engineering
English,EENG,21,15,Engineering
Computer Science,ENG,85,5,Engineering
Mathematics,CS,38,16,Science
English,CS,84,9,Science
Mathematics,ART,64,20,Science
English,ART,58,11,Engineering
Electrical Engineering,PHYS,54,5,Engineering
Art,CS,97,17,Arts
English,ART,70,5,Science
Electrical Engineering,PHYS,43,16,Arts
Art,EENG,68,9,Arts
Electrical Engineering,ENG,69,14,Arts
Computer Science,PHYS,91,15,Engineering
Mathematics,ART,87,10,Science
Computer Science,MATH,41,17,Arts
Electrical Engineering,ART,35,5,Engineering
Computer Science,CS,22,9,Arts
Mathematics,ENG,61,11,Arts
Physics,ENG,92,18,Engineering
Computer Science,ART,88,6,Arts
Electrical Engineering,EENG,84,7,Science
Computer Science,ART,83,6,Arts
Electrical Engineering,CS,55,10,Arts
English,MATH,99,6,Arts
Mathematics,ART,36,6,Arts
English,MATH,97,6,Science
Art,EENG,67,5,Engineering
Electrical Engineering,EENG,65,13,Engineering
Electrical Engineering,EENG,85,6,Arts
Art,ENG,75,16,Science
Electrical Engineering,ENG,76,15,Engineering
Art,EENG,81,8,Science
Art,ENG,68,13,Science
English,ART,70,14,Engineering
Computer Science,PHYS,86,8,Arts
Art,EENG,31,5,Science
English,CS,23,12,Engineering
Computer Science,CS,80,5,Arts
Physics,EENG,79,16,Science
Physics,ENG,36,19,Arts
Physics,EENG,99,18,Science
Art,EENG,29,7,Arts
Electrical Engineering,ENG,62,13,Arts
Art,MATH,62,5,Arts
Art,EENG,26,13,Arts
Electrical Engineering,ENG,83,15,Arts
Mathematics,ENG,77,6,Science
Art,MATH,25,15,Arts
Electrical Engineering,ENG,72,16,Engineering
Art,PHYS,57,18,Science
English,MATH,65,16,Arts
Computer Science,CS,47,16,Science
Electrical Engineering,CS,96,6,Arts
English,EENG,34,7,Engineering
English,PHYS,56,16,Science
Physics,MATH,53,9,Engineering
Physics,EENG,56,8,Engineering
Computer Science,EENG,97,14,Arts
Art,ENG,47,16,Engineering
Physics,EENG,28,10,Engineering
Mathematics,EENG,79,19,Arts
Computer Science,ENG,28,17,Arts
Art,ENG,89,10,Science
Electrical Engineering,PHYS,80,15,Engineering
Computer Science,ART,73,15,Engineering
Art,ENG,76,6,Arts
Mathematics,EENG,73,18,Engineering
Physics,CS,93,6,Arts
Electrical Engineering,PHYS,66,13,Arts
Art,EENG,44,16,Science
Mathematics,ART,39,8,Science
Art,PHYS,100,15,Arts
English,PHYS,32,19,Engineering
Art,EENG,90,16,Arts
Physics,EENG,26,10,Engineering
Art,ENG,52,17,Arts
Mathematics,EENG,79,12,Science
Computer Science,EENG,51,8,Engineering
Computer Science,CS,31,20,Science
Electrical Engineering,PHYS,52,14,Engineering
Computer Science,PHYS,36,10,Science
Mathematics,ENG,75,12,Science
Physics,MATH,21,11,Science
Art,ENG,92,10,Science
Art,CS,94,18,Arts
Art,CS,98,12,Arts
Physics,CS,57,13,Arts
Computer Science,CS,46,15,Engineering
Computer Science,PHYS,57,20,Arts
English,ART,80,10,Science
Physics,ENG,90,16,Engineering
Art,EENG,49,19,Engineering
Physics,CS,31,5,Engineering
Electrical Engineering,EENG,83,19,Engineering
Art,ART,94,15,Engineering
Mathematics,ENG,85,15,Arts
Computer Science,ART,90,9,Arts
Mathematics,PHYS,35,16,Engineering
English,EENG,50,11,Science
Physics,ART,25,17,Arts
Computer Science,EENG,92,8,Arts
English,EENG,75,20,Science
English,ENG,91,14,Engineering
Art,PHYS,82,13,Arts
Mathematics,MATH,51,15,Arts
Electrical Engineering,PHYS,63,6,Science
Computer Science,MATH,87,12,Engineering
Physics,MATH,29,8,Science
Computer Science,CS,70,18,Arts
Electrical Engineering,PHYS,69,12,Engineering
Art,MATH,25,9,Science
Electrical Engineering,PHYS,52,19,Science
Computer Science,PHYS,26,19,Science
Electrical Engineering,CS,29,17,Arts
Physics,MATH,63,18,Science
Art,EENG,91,11,Arts
Electrical Engineering,ENG,53,8,Engineering
Electrical Engineering,PHYS,91,7,Arts
Electrical Engineering,MATH,45,14,Engineering
Computer Science,MATH,61,5,Science
Computer Science,ENG,39,14,Engineering
Computer Science,ART,39,11,Engineering
Electrical Engineering,ENG,80,10,Engineering
Physics,MATH,49,16,Arts
Art,MATH,71,6,Engineering
Electrical Engineering,CS,41,8,Arts
Mathematics,ART,37,15,Engineering
Art,ART,75,12,Arts
English,EENG,28,17,Engineering
Mathematics,ENG,93,5,Engineering
Art,ENG,39,10,Science
English,EENG,93,19,Engineering
Mathematics,EENG,39,8,Arts
Art,MATH,53,15,Engineering
Computer Science,PHYS,61,7,Science
Mathematics,EENG,95,19,Engineering
Art,PHYS,73,10,Science
English,ART,49,13,Science
Computer Science,EENG,77,16,Engineering
Computer Science,ART,71,6,Engineering
Physics,ENG,90,8,Science
Computer Science,MATH,56,8,Engineering
Art,ENG,73,11,Engineering
Electrical Engineering,CS,24,6,Science
Mathematics,PHYS,28,8,Science
Art,ART,23,11,Arts
Computer Science,CS,57,6,Engineering
Mathematics,PHYS,84,13,Science
English,ENG,68,6,Arts
English,EENG,97,17,Arts
Physics,EENG,94,5,Engineering
Computer Science,PHYS,61,16,Arts
Art,CS,60,16,Arts
Electrical Engineering,ART,24,12,Engineering
Electrical Engineering,ENG,80,5,Arts
Art,EENG,86,7,Science
English,EENG,21,9,Engineering
Physics,ENG,30,18,Science
Art,MATH,40,8,Engineering
English,ART,94,18,Arts
English,EENG,25,16,Engineering
Mathematics,ART,90,11,Engineering
Computer Science,ART,41,20,Engineering
Electrical Engineering,MATH,76,10,Arts
Computer Science,ART,60,20,Science
Physics,EENG,44,13,Arts
English,ART,58,5,Arts
Computer Science,ART,31,5,Science
Art,CS,90,20,Engineering
Physics,ART,57,17,Arts
Art,ENG,55,7,Arts
Computer Science,MATH,20,9,Science
Physics,MATH,47,17,Science
Computer Science,PHYS,81,17,Science
Electrical Engineering,MATH,78,20,Engineering
Electrical Engineering,EENG,25,13,Engineering
Physics,EENG,72,15,Science
Mathematics,EENG,47,7,Arts
Mathematics,ENG,71,16,Arts
Physics,MATH,72,16,Engineering
Art,EENG,56,11,Science
Mathematics,PHYS,59,16,Engineering
Electrical Engineering,CS,66,20,Arts
Physics,CS,90,5,Engineering
Electrical Engineering,ART,40,5,Science
Mathematics,PHYS,80,18,Engineering
Electrical Engineering,CS,29,6,Science
Electrical Engineering,PHYS,65,17,Arts
Electrical Engineering,ART,66,5,Science
Computer Science,MATH,49,18,Science
Art,CS,34,6,Science
Mathematics,PHYS,66,18,Science
Computer Science,ART,47,7,Engineering
Electrical Engineering,ENG,67,19,Arts
Electrical Engineering,PHYS,23,5,Arts
Computer Science,PHYS,97,16,Science
Mathematics,EENG,24,11,Science
English,EENG,35,13,Science
Mathematics,ART,89,8,Arts
Mathematics,PHYS,91,13,Engineering
Electrical Engineering,PHYS,31,19,Engineering
Art,CS,33,7,Engineering
Mathematics,MATH,87,5,Engineering
Physics,ENG,91,6,Engineering
Computer Science,ENG,30,17,Engineering
Art,EENG,81,9,Arts
Physics,PHYS,34,17,Arts
Art,CS,26,19,Engineering
Art,PHYS,77,20,Engineering
Art,ENG,50,10,Science
Physics,ART,41,6,Engineering
Art,PHYS,61,5,Arts
Mathematics,EENG,54,7,Science
Art,PHYS,76,9,Arts
Art,MATH,78,7,Engineering
Physics,EENG,43,7,Science
Art,ENG,43,10,Arts
Electrical Engineering,CS,91,19,Arts
English,PHYS,29,17,Engineering
Physics,MATH,20,12,Arts
Art,CS,41,9,Arts
Physics,ENG,38,20,Science
Computer Science,CS,82,15,Engineering
English,EENG,79,20,Arts
Physics,MATH,62,18,Engineering
Mathematics,CS,30,19,Engineering
Electrical Engineering,MATH,43,13,Engineering
Physics,ENG,30,15,Arts
Computer Science,MATH,38,10,Engineering
Electrical Engineering,ENG,96,5,Engineering
Electrical Engineering,PHYS,92,7,Engineering
Computer Science,EENG,47,18,Engineering
Physics,ENG,91,12,Science
Computer Science,ART,86,9,Science
Mathematics,PHYS,49,13,Science
Art,MATH,91,19,Engineering
English,MATH,80,10,Science
Electrical Engineering,PHYS,91,7,Science
Physics,ART,63,14,Science
Physics,ENG,39,20,Science
Electrical Engineering,EENG,69,15,Science
Mathematics,EENG,99,5,Engineering
English,ART,86,9,Science
Art,ART,45,14,Arts
Mathematics,ENG,45,16,Science
Art,ART,32,9,Arts
Computer Science,EENG,75,12,Arts
Computer Science,EENG,27,10,Science
English,MATH,94,17,Engineering
Mathematics,ENG,55,12,Science
Physics,ART,70,13,Arts
Electrical Engineering,CS,91,14,Engineering
English,ENG,69,6,Science
English,MATH,42,6,Science
English,ENG,81,10,Arts
Art,ART,45,8,Science
Mathematics,CS,32,20,Science
Mathematics,EENG,98,7,Engineering
Mathematics,ART,53,20,Arts
Electrical Engineering,EENG,50,12,Arts
Electrical Engineering,MATH,95,20,Arts
Physics,CS,71,20,Arts
Physics,MATH,50,14,Science
English,EENG,86,8,Arts
Electrical Engineering,MATH,75,16,Science
Art,EENG,37,6,Science
English,PHYS,87,10,Arts
Physics,ART,20,18,Engineering
Computer Science,ENG,58,7,Arts
Art,ART,86,17,Arts
Physics,EENG,81,18,Arts
Electrical Engineering,MATH,57,11,Science
Art,CS,72,17,Engineering
Art,MATH,49,10,Science
Computer Science,CS,44,6,Science
Computer Science,ENG,48,11,Science
Physics,EENG,32,5,Engineering
Art,CS,82,17,Engineering
Mathematics,MATH,90,15,Science
Computer Science,CS,30,19,Science
Electrical Engineering,PHYS,63,16,Science
Mathematics,CS,49,15,Arts
Art,ART,77,20,Engineering
English,ENG,83,5,Engineering
Physics,EENG,44,6,Science
Computer Science,ENG,63,12,Engineering
Electrical Engineering,ENG,26,20,Engineering
Physics,EENG,57,5,Science
Mathematics,ART,38,20,Science
Physics,EENG,42,13,Engineering
Art,MATH,76,7,Science
Computer Science,ART,34,9,Engineering
Electrical Engineering,EENG,59,18,Arts
English,CS,97,6,Science
Physics,CS,32,9,Engineering
Art,ENG,48,16,Science
Electrical Engineering,CS,91,13,Science
Mathematics,ART,74,17,Engineering
