name,abbreviation,max_faculty_capacity,current_number_of_faculty,academic_division
Mathematics,MATH,87,5,Science
Mathematics,MATH,50,8,Science
Computer Science,PHYS,46,14,Science
Physics,CS,56,9,Science
Mathematics,MATH,99,15,Arts
Mathematics,MATH,83,14,Science
Computer Science,PHYS,88,13,Science
Computer Science,MATH,21,13,Engineering
Mathematics,MATH,44,20,Engineering
Physics,CS,33,11,Engineering
Computer Science,MATH,38,5,Engineering
Computer Science,CS,64,12,Arts
Mathematics,PHYS,31,11,Science
Physics,MATH,28,10,Arts
Computer Science,MATH,63,20,Science
Physics,CS,28,20,Arts
Computer Science,CS,39,10,Engineering
Physics,MATH,62,19,Arts
Physics,CS,96,15,Engineering
Physics,MATH,53,6,Arts
Computer Science,PHYS,21,9,Engineering
Mathematics,PHYS,59,14,Science
Computer Science,MATH,93,12,Science
Physics,PHYS,73,8,Engineering
Mathematics,MATH,77,20,Science
Computer Science,CS,94,6,Science
Mathematics,CS,59,19,Science
Physics,CS,88,15,Science
Physics,MATH,77,6,Arts
Mathematics,CS,96,16,Science
Computer Science,PHYS,73,6,Science
Mathematics,MATH,100,18,Engineering
Mathematics,PHYS,65,20,Science
Mathematics,MATH,24,19,Engineering
Mathematics,CS,56,18,Arts
Physics,CS,98,8,Science
Mathematics,CS,92,6,Arts
Computer Science,PHYS,79,7,Science
Computer Science,PHYS,24,16,Science
Physics,MATH,90,19,Arts
Mathematics,PHYS,84,9,Engineering
Computer Science,CS,44,19,Arts
Mathematics,PHYS,55,12,Engineering
Physics,MATH,61,15,Arts
Computer Science,CS,70,12,Arts
Mathematics,CS,76,11,Engineering
Mathematics,PHYS,28,16,Engineering
Mathematics,PHYS,36,19,Arts
Physics,PHYS,72,20,Engineering
Mathematics,PHYS,97,18,Arts
Mathematics,MATH,32,20,Engineering
Computer Science,CS,47,8,Science
Physics,CS,81,15,Science
Physics,PHYS,32,19,Science
Physics,PHYS,29,13,Engineering
Computer Science,CS,66,14,Arts
Computer Science,CS,64,18,Science
Physics,PHYS,56,7,Science
Physics,PHYS,75,16,Science
Physics,CS,40,17,Engineering
Computer Science,MATH,52,7,Arts
Computer Science,CS,53,10,Science
Physics,MATH,23,13,Engineering
Computer Science,PHYS,61,5,Engineering
Computer Science,CS,43,17,Science
Mathematics,MATH,62,6,Engineering
Mathematics,MATH,82,13,Engineering
Mathematics,CS,24,10,Arts
Physics,CS,88,8,Engineering
Physics,PHYS,38,18,Science
Computer Science,CS,24,7,Science
Computer Science,MATH,45,7,Engineering
Physics,PHYS,86,11,Engineering
Computer Science,MATH,41,6,Engineering
Computer Science,CS,21,12,Engineering
Computer Science,PHYS,74,11,Science
Mathematics,CS,37,12,Science
Physics,CS,100,7,Science
Mathematics,CS,50,19,Science
Physics,MATH,76,20,Arts
Physics,PHYS,71,6,Science
Physics,CS,55,15,Arts
Mathematics,CS,28,6,Engineering
Computer Science,CS,45,7,Engineering
Physics,CS,96,15,Arts
Mathematics,PHYS,62,14,Science
Computer Science,CS,50,12,Science
Mathematics,CS,69,10,Arts
Computer Science,CS,86,19,Engineering
Computer Science,MATH,62,11,Science
Mathematics,MATH,47,11,Engineering
Computer Science,PHYS,68,8,Arts
Mathematics,MATH,69,7,Science
Physics,CS,92,7,Arts
Mathematics,MATH,32,14,Science
Mathematics,CS,59,7,Science
Computer Science,CS,51,9,Science
Computer Science,PHYS,91,6,Arts
Physics,CS,82,8,Arts
Mathematics,MATH,50,9,Engineering
Computer Science,PHYS,58,18,Engineering
Physics,CS,94,6,Engineering
Computer Science,MATH,62,18,Arts
Physics,MATH,39,18,Science
Computer Science,CS,80,6,Engineering
Computer Science,PHYS,90,20,Arts
Mathematics,CS,94,20,Arts
Mathematics,CS,60,10,Arts
Computer Science,PHYS,66,15,Arts
Mathematics,PHYS,65,10,Science
Computer Science,CS,80,12,Arts
Computer Science,MATH,92,6,Science
Physics,PHYS,84,20,Arts
Computer Science,MATH,80,6,Engineering
Physics,CS,53,12,Arts
Physics,PHYS,69,12,Engineering
Computer Science,PHYS,78,9,Science
Computer Science,MATH,98,11,Engineering
Mathematics,PHYS,33,6,Engineering
Mathematics,MATH,97,14,Science
Physics,MATH,82,18,Arts
Physics,CS,39,16,Science
Mathematics,MATH,97,15,Arts
Mathematics,CS,97,20,Science
Mathematics,PHYS,25,6,Arts
Mathematics,CS,27,12,Engineering
Physics,CS,64,5,Science
Computer Science,MATH,21,19,Arts
Computer Science,CS,87,16,Science
Computer Science,MATH,54,15,Science
Mathematics,CS,65,5,Engineering
Mathematics,PHYS,71,7,Engineering
Mathematics,PHYS,24,10,Engineering
Mathematics,MATH,65,10,Arts
Mathematics,CS,76,9,Arts
Physics,CS,41,10,Science
Physics,PHYS,65,10,Arts
Mathematics,MATH,39,20,Science
Mathematics,CS,37,8,Science
Physics,CS,33,15,Engineering
Physics,PHYS,27,19,Engineering
Computer Science,MATH,83,6,Arts
Computer Science,MATH,75,18,Arts
Physics,CS,22,11,Science
Computer Science,CS,78,11,Arts
Physics,MATH,75,17,Engineering
Physics,PHYS,48,19,Engineering
Physics,PHYS,92,8,Engineering
Mathematics,MATH,20,12,Engineering
Physics,CS,33,12,Arts
Physics,CS,39,7,Arts
Physics,PHYS,20,15,Engineering
Mathematics,CS,65,13,Arts
Mathematics,MATH,53,8,Engineering
Mathematics,MATH,57,11,Science
Physics,MATH,65,14,Arts
Computer Science,CS,58,8,Science
Physics,PHYS,85,11,Arts
Computer Science,PHYS,29,7,Science
Mathematics,CS,55,16,Arts
Mathematics,CS,48,6,Science
Computer Science,CS,32,15,Arts
Computer Science,CS,73,20,Arts
Physics,CS,85,13,Arts
Mathematics,MATH,58,8,Arts
Computer Science,CS,37,12,Science
Computer Science,PHYS,97,16,Engineering
Computer Science,MATH,62,19,Science
Mathematics,MATH,25,18,Arts
Physics,MATH,70,10,Arts
Computer Science,MATH,90,10,Arts
Computer Science,CS,36,16,Science
Computer Science,PHYS,32,10,Engineering
Computer Science,CS,23,9,Engineering
Mathematics,MATH,96,14,Science
Mathematics,PHYS,76,20,Engineering
Physics,CS,48,6,Engineering
Physics,CS,59,9,Engineering
Mathematics,PHYS,99,6,Engineering
Computer Science,MATH,55,9,Engineering
Computer Science,PHYS,65,18,Engineering
Computer Science,MATH,56,12,Arts
Mathematics,CS,58,9,Science
Physics,PHYS,33,17,Engineering
Mathematics,MATH,58,20,Engineering
Physics,MATH,37,15,Engineering
Physics,CS,69,18,Arts
Mathematics,MATH,30,6,Arts
Physics,MATH,62,16,Arts
Physics,MATH,42,6,Science
Computer Science,MATH,56,17,Arts
Physics,CS,81,7,Science
Physics,PHYS,58,15,Engineering
Mathematics,CS,59,10,Science
Mathematics,CS,46,12,Science
Computer Science,PHYS,27,20,Arts
Computer Science,CS,99,13,Science
Mathematics,MATH,86,14,Science
Computer Science,CS,85,20,Engineering
Mathematics,MATH,30,6,Science
Mathematics,CS,21,9,Science
Computer Science,PHYS,51,7,Arts
Physics,MATH,37,17,Engineering
Computer Science,MATH,49,15,Engineering
Physics,CS,39,13,Engineering
Mathematics,CS,57,16,Science
Computer Science,PHYS,40,5,Science
Computer Science,CS,38,16,Arts
Physics,PHYS,49,17,Arts
Physics,MATH,78,20,Science
Computer Science,PHYS,80,13,Arts
Computer Science,MATH,45,6,Science
Computer Science,CS,20,18,Arts
Physics,CS,65,13,Engineering
Physics,MATH,21,8,Arts
Mathematics,MATH,41,17,Engineering
Computer Science,CS,66,19,Engineering
Mathematics,MATH,60,14,Science
Physics,MATH,39,7,Engineering
Computer Science,PHYS,72,15,Engineering
Computer Science,CS,95,6,Science
Physics,CS,20,17,Science
Physics,PHYS,54,14,Science
Computer Science,MATH,22,10,Arts
Mathematics,MATH,59,18,Engineering
Computer Science,MATH,37,14,Science
Physics,CS,80,8,Engineering
Computer Science,MATH,69,15,Arts
Physics,MATH,83,19,Science
Physics,CS,28,8,Engineering
Mathematics,MATH,66,18,Science
Physics,PHYS,96,13,Arts
Physics,PHYS,71,6,Arts
Mathematics,CS,27,20,Arts
Mathematics,MATH,33,16,Science
Physics,CS,69,10,Engineering
Computer Science,MATH,64,18,Arts
Mathematics,MATH,52,10,Arts
Physics,MATH,76,17,Arts
Computer Science,CS,88,15,Engineering
Physics,CS,81,5,Arts
Computer Science,PHYS,68,14,Engineering
Computer Science,PHYS,63,17,Science
Physics,CS,49,19,Science
Computer Science,MATH,66,7,Science
Physics,PHYS,40,19,Science
Computer Science,PHYS,20,11,Engineering
Computer Science,MATH,76,5,Engineering
Computer Science,CS,91,15,Arts
Mathematics,CS,75,9,Science
Mathematics,MATH,38,14,Science
Physics,CS,34,5,Arts
Computer Science,CS,81,19,Engineering
Computer Science,MATH,35,15,Engineering
Physics,PHYS,23,11,Arts
Physics,MATH,83,6,Engineering
Physics,PHYS,67,11,Science
Mathematics,MATH,92,9,Arts
Mathematics,MATH,44,13,Engineering
Physics,PHYS,94,11,Science
Physics,CS,60,7,Science
Computer Science,CS,83,12,Engineering
Mathematics,PHYS,74,14,Engineering
Physics,MATH,33,18,Science
Computer Science,MATH,25,11,Arts
Computer Science,MATH,85,14,Engineering
Physics,MATH,73,13,Engineering
Computer Science,MATH,31,11,Engineering
Mathematics,CS,41,12,Science
Physics,PHYS,38,13,Science
Physics,CS,56,6,Science
Computer Science,MATH,72,19,Engineering
Mathematics,PHYS,20,20,Arts
Computer Science,MATH,55,7,Science
Physics,MATH,51,8,Science
Mathematics,MATH,99,19,Arts
Physics,CS,66,20,Arts
Mathematics,CS,51,20,Science
Mathematics,PHYS,65,5,Arts
Mathematics,CS,47,6,Arts
Physics,PHYS,39,16,Arts
Mathematics,CS,30,6,Engineering
Mathematics,MATH,59,9,Engineering
Mathematics,MATH,51,13,Arts
Mathematics,PHYS,68,17,Science
Computer Science,MATH,40,17,Engineering
Mathematics,MATH,59,11,Arts
Computer Science,PHYS,72,20,Science
Physics,CS,29,16,Arts
Mathematics,PHYS,68,6,Science
Computer Science,PHYS,98,11,Arts
Mathematics,MATH,34,12,Science
Physics,MATH,55,20,Engineering
Physics,MATH,60,16,Engineering
Mathematics,MATH,76,18,Arts
Mathematics,CS,83,13,Science
Physics,PHYS,31,12,Arts
Mathematics,MATH,30,5,Arts
Mathematics,PHYS,41,5,Science
Mathematics,CS,100,15,Arts
Physics,CS,42,10,Engineering
Computer Science,MATH,55,12,Science
Physics,PHYS,81,9,Arts
Computer Science,MATH,20,8,Arts
Computer Science,CS,89,12,Science
Computer Science,PHYS,51,11,Science
Physics,PHYS,81,12,Arts
Computer Science,MATH,93,10,Arts
Physics,MATH,44,20,Science
Computer Science,MATH,75,9,Engineering
Mathematics,CS,100,19,Engineering
Computer Science,CS,26,12,Arts
Computer Science,PHYS,28,15,Science
Physics,CS,97,18,Engineering
Mathematics,PHYS,20,8,Arts
Physics,CS,85,15,Engineering
Physics,PHYS,89,14,Science
Physics,CS,37,18,Engineering
Physics,CS,23,6,Arts
Computer Science,MATH,30,5,Engineering
Mathematics,MATH,40,8,Science
Computer Science,CS,38,20,Arts
Mathematics,MATH,25,12,Engineering
Physics,MATH,52,18,Engineering
Computer Science,PHYS,60,14,Science
Physics,MATH,38,11,Arts
Computer Science,CS,26,6,Arts
Computer Science,CS,67,9,Arts
Mathematics,MATH,39,10,Arts
Mathematics,CS,76,19,Science
Physics,MATH,57,20,Science
Physics,CS,98,10,Engineering
Mathematics,PHYS,49,7,Engineering
Mathematics,PHYS,23,6,Science
Computer Science,CS,49,6,Engineering
Mathematics,PHYS,47,19,Arts
Mathematics,CS,20,15,Arts
Physics,MATH,97,7,Arts
Computer Science,PHYS,28,6,Science
Physics,PHYS,20,15,Science
Mathematics,CS,58,14,Arts
Physics,CS,53,19,Arts
Physics,PHYS,28,14,Arts
Computer Science,MATH,30,12,Science
Computer Science,MATH,98,10,Science
Physics,CS,64,17,Arts
Computer Science,MATH,69,7,Science
Physics,MATH,71,14,Arts
Physics,PHYS,90,12,Arts
Mathematics,PHYS,62,16,Science
Physics,MATH,96,14,Arts
Physics,PHYS,53,13,Arts
Physics,MATH,52,18,Arts
Computer Science,MATH,56,6,Arts
Mathematics,MATH,86,17,Science
Physics,MATH,25,15,Engineering
Physics,MATH,88,17,Arts
Physics,PHYS,74,11,Arts
Physics,CS,57,18,Arts
Mathematics,MATH,23,5,Arts
Physics,MATH,75,20,Engineering
Physics,PHYS,86,9,Engineering
Computer Science,MATH,24,8,Science
Physics,MATH,66,6,Engineering
Mathematics,PHYS,52,10,Engineering
Computer Science,PHYS,58,12,Science
Computer Science,CS,90,7,Engineering
Computer Science,CS,26,18,Arts
Physics,MATH,46,17,Arts
Computer Science,CS,74,9,Arts
Physics,PHYS,85,6,Science
Computer Science,CS,43,19,Arts
Physics,MATH,68,9,Science
Physics,MATH,100,15,Arts
Computer Science,CS,82,13,Engineering
Physics,MATH,25,12,Science
Computer Science,PHYS,31,18,Engineering
Computer Science,MATH,41,17,Arts
Mathematics,CS,59,16,Arts
Physics,PHYS,69,19,Science
Mathematics,MATH,82,6,Science
Mathematics,MATH,32,6,Arts
Physics,PHYS,49,12,Engineering
Computer Science,CS,50,18,Arts
Mathematics,MATH,30,16,Arts
Physics,PHYS,67,9,Engineering
Mathematics,PHYS,35,19,Arts
Mathematics,PHYS,60,11,Science
Computer Science,CS,33,15,Science
Mathematics,CS,67,8,Science
Physics,PHYS,81,20,Science
Mathematics,CS,99,20,Science
Physics,CS,49,11,Engineering
Physics,PHYS,90,18,Science
Mathematics,PHYS,33,14,Arts
Mathematics,PHYS,93,7,Arts
Physics,PHYS,28,14,Arts
Mathematics,MATH,67,14,Arts
Computer Science,MATH,59,7,Science
Computer Science,CS,70,16,Arts
Mathematics,CS,84,18,Science
Physics,MATH,34,11,Engineering
Physics,PHYS,27,10,Engineering
Physics,PHYS,35,14,Arts
Mathematics,CS,22,20,Science
Computer Science,MATH,94,11,Engineering
Mathematics,PHYS,27,15,Arts
Mathematics,MATH,82,18,Arts
Physics,PHYS,97,9,Arts
Mathematics,MATH,77,17,Engineering
Physics,MATH,68,14,Science
Computer Science,PHYS,92,19,Science
Computer Science,CS,55,17,Science
Mathematics,PHYS,68,5,Arts
Computer Science,CS,46,15,Arts
Computer Science,MATH,88,18,Engineering
Mathematics,MATH,80,19,Science
Mathematics,MATH,31,12,Arts
Physics,MATH,77,6,Engineering
Mathematics,MATH,63,6,Engineering
Physics,PHYS,45,5,Arts
Physics,CS,72,12,Arts
Mathematics,PHYS,23,18,Arts
Computer Science,PHYS,32,11,Engineering
Mathematics,CS,69,6,Science
Computer Science,CS,27,16,Arts
Computer Science,MATH,42,18,Science
Physics,PHYS,57,19,Arts
Mathematics,MATH,82,12,Science
Mathematics,PHYS,36,14,Science
Computer Science,MATH,78,14,Arts
Physics,MATH,67,12,Arts
Computer Science,MATH,31,11,Science
Mathematics,CS,61,12,Engineering
Physics,PHYS,75,16,Engineering
Physics,CS,59,14,Arts
Physics,MATH,34,18,Science
Mathematics,MATH,43,18,Arts
Mathematics,CS,24,16,Science
Mathematics,PHYS,57,6,Arts
Mathematics,PHYS,60,13,Science
Mathematics,CS,56,13,Science
Physics,PHYS,49,10,Engineering
Physics,MATH,97,11,Arts
Mathematics,PHYS,61,19,Engineering
Mathematics,MATH,66,8,Science
Computer Science,CS,51,5,Engineering
Mathematics,CS,77,5,Engineering
Computer Science,CS,99,6,Engineering
Mathematics,PHYS,47,13,Science
Mathematics,PHYS,24,15,Engineering
Mathematics,PHYS,85,17,Science
Physics,CS,70,17,Arts
Mathematics,PHYS,100,16,Science
Mathematics,CS,68,11,Science
Computer Science,PHYS,76,9,Science
Computer Science,CS,25,15,Science
Computer Science,PHYS,88,13,Arts
Physics,CS,29,19,Arts
Mathematics,MATH,70,6,Arts
Physics,MATH,90,9,Arts
Mathematics,MATH,77,15,Arts
Mathematics,CS,57,19,Engineering
Computer Science,PHYS,46,18,Arts
Computer Science,CS,33,12,Arts
Mathematics,CS,79,10,Arts
Computer Science,CS,76,16,Science
Computer Science,CS,24,12,Science
Mathematics,PHYS,69,16,Science
Physics,MATH,89,20,Arts
Mathematics,MATH,65,6,Arts
Physics,CS,20,8,Science
Physics,MATH,27,12,Science
Computer Science,CS,67,15,Arts
Computer Science,PHYS,48,17,Engineering
Computer Science,MATH,32,7,Arts
Mathematics,MATH,47,19,Science
Computer Science,MATH,40,12,Engineering
Mathematics,PHYS,77,12,Science
Mathematics,PHYS,21,16,Arts
Computer Science,PHYS,37,12,Science
Mathematics,PHYS,38,8,Science
Mathematics,CS,71,12,Science
Physics,PHYS,36,11,Arts
Mathematics,PHYS,30,12,Science
Physics,CS,89,15,Arts
Computer Science,PHYS,96,18,Engineering
Physics,PHYS,36,17,Science
Physics,MATH,51,5,Science
Computer Science,PHYS,90,8,Arts
Mathematics,MATH,49,20,Science
Physics,MATH,49,13,Science
Mathematics,PHYS,86,19,Science
Physics,CS,46,18,Science
Computer Science,MATH,22,7,Arts
Mathematics,CS,47,12,Science
Mathematics,PHYS,66,16,Arts
Physics,MATH,88,13,Engineering
Computer Science,MATH,24,11,Science
Physics,MATH,93,10,Science
Computer Science,MATH,98,17,Arts
Computer Science,PHYS,20,10,Science
Computer Science,MATH,87,16,Engineering
Mathematics,CS,65,8,Arts
Mathematics,MATH,90,8,Arts
Physics,CS,58,5,Science
Physics,MATH,92,7,Arts
Computer Science,CS,27,8,Arts
Physics,CS,24,18,Science
Mathematics,PHYS,45,14,Engineering
Computer Science,MATH,77,11,Arts
Computer Science,CS,65,9,Science
Physics,CS,54,12,Science
Computer Science,PHYS,66,6,Arts
Mathematics,MATH,70,8,Engineering
Mathematics,CS,32,6,Engineering
Physics,PHYS,75,19,Arts
Computer Science,CS,92,20,Arts
Mathematics,MATH,54,14,Engineering
Mathematics,PHYS,22,16,Engineering
Mathematics,PHYS,55,16,Engineering
Computer Science,MATH,32,8,Science
Computer Science,PHYS,65,10,Arts
Computer Science,CS,83,18,Engineering
Mathematics,MATH,79,14,Science
Physics,CS,21,15,Arts
Computer Science,MATH,55,20,Engineering
Computer Science,PHYS,80,7,Engineering
Computer Science,PHYS,25,16,Science
Computer Science,MATH,63,6,Science
Physics,MATH,35,14,Science
Computer Science,CS,34,15,Science
Physics,MATH,52,14,Science
Computer Science,CS,87,12,Engineering
Mathematics,PHYS,65,18,Engineering
Computer Science,MATH,98,11,Engineering
Physics,MATH,53,18,Engineering
Computer Science,MATH,70,7,Science
Mathematics,PHYS,39,6,Science
Computer Science,PHYS,36,14,Engineering
Physics,CS,79,16,Engineering
Physics,PHYS,36,8,Arts
Physics,CS,75,19,Engineering
Mathematics,CS,91,14,Science
Computer Science,PHYS,42,5,Arts
Computer Science,PHYS,67,13,Arts
Physics,MATH,63,18,Science
Computer Science,MATH,93,13,Arts
Physics,MATH,34,6,Arts
Computer Science,PHYS,33,18,Science
Physics,CS,20,13,Arts
Mathematics,PHYS,69,18,Science
Computer Science,CS,92,11,Engineering
Computer Science,PHYS,45,5,Arts
Physics,CS,56,12,Science
Physics,PHYS,77,6,Science
Physics,PHYS,29,14,Arts
Mathematics,CS,95,17,Science
Mathematics,CS,83,17,Engineering
Physics,CS,58,16,Science
Physics,PHYS,65,20,Arts
Mathematics,MATH,35,11,Engineering
Mathematics,CS,96,17,Engineering
Mathematics,MATH,26,16,Arts
Computer Science,PHYS,31,11,Science
Mathematics,MATH,51,14,Engineering
Computer Science,MATH,88,7,Science
Mathematics,CS,55,14,Arts
Physics,PHYS,38,5,Arts
Physics,MATH,30,10,Arts
Physics,CS,89,12,Arts
Physics,PHYS,51,19,Engineering
Computer Science,PHYS,86,12,Science
Mathematics,CS,23,15,Arts
Physics,MATH,49,11,Engineering
Physics,PHYS,66,6,Engineering
Mathematics,CS,58,8,Arts
Computer Science,PHYS,64,9,Arts
Computer Science,CS,22,5,Engineering
Computer Science,CS,71,9,Science
Computer Science,MATH,87,5,Arts
Computer Science,CS,44,11,Engineering
Computer Science,MATH,22,11,Arts
Computer Science,MATH,91,19,Science
Physics,PHYS,62,10,Science
Mathematics,MATH,36,15,Arts
Physics,PHYS,69,7,Engineering
Physics,MATH,37,18,Arts
Physics,MATH,92,14,Engineering
Mathematics,PHYS,58,13,Science
Physics,CS,93,13,Science
Computer Science,PHYS,64,16,Engineering
Mathematics,MATH,60,7,Arts
Computer Science,PHYS,76,7,Arts
Physics,PHYS,76,13,Engineering
Physics,CS,65,14,Arts
Mathematics,MATH,100,14,Engineering
Mathematics,CS,60,11,Science
Physics,PHYS,21,11,Science
Physics,CS,27,7,Engineering
Physics,PHYS,22,14,Engineering
Computer Science,PHYS,79,20,Science
Physics,PHYS,46,11,Engineering
Physics,MATH,64,11,Science
Physics,CS,28,6,Science
Physics,MATH,85,15,Engineering
Mathematics,PHYS,43,7,Engineering
Computer Science,CS,71,20,Science
Computer Science,CS,38,19,Arts
Physics,MATH,26,7,Engineering
Mathematics,CS,26,6,Science
Computer Science,MATH,70,5,Science
Physics,CS,53,15,Engineering
Mathematics,CS,23,14,Engineering
Mathematics,MATH,85,17,Science
Mathematics,MATH,79,18,Engineering
Computer Science,CS,64,5,Engineering
Computer Science,PHYS,61,20,Arts
Mathematics,PHYS,38,19,Science
Physics,MATH,60,7,Arts
Computer Science,CS,63,6,Arts
